emp_no,first_name,last_name,to_date,title,from_date
427332,Feiyu,Hemaspaandra,9999-01-01,Staff,1995-06-04
427776,Jaques,Navazio,9999-01-01,Staff,1989-04-04
427776,Jaques,Navazio,9999-01-01,Senior Staff,1998-04-03
427805,Haldun,Compeau,9999-01-01,Senior Staff,1997-10-15
429249,Alassane,Wolniewicz,9999-01-01,Senior Engineer,1993-10-06
429249,Alassane,Wolniewicz,9999-01-01,Engineer,1986-10-06
429520,Yongqiao,Francisci,9999-01-01,Engineer,1999-12-01
429532,Bartek,Vendrig,9999-01-01,Staff,1991-11-12
429532,Bartek,Vendrig,9999-01-01,Senior Staff,1996-11-11
430558,Xiong,Roisin,9999-01-01,Senior Engineer,1995-03-02
430558,Xiong,Roisin,9999-01-01,Engineer,1988-03-01
430631,Kersti,Marsiglia,9999-01-01,Engineer,1994-02-19
433059,Bojan,Montresor,9999-01-01,Staff,1995-02-04
434845,Takushi,Skogmar,9999-01-01,Staff,1985-06-07
434845,Takushi,Skogmar,9999-01-01,Senior Staff,1991-06-07
435602,Dietrich,Kranzdorf,9999-01-01,Staff,1992-10-04
435602,Dietrich,Kranzdorf,9999-01-01,Senior Staff,2001-10-04
437395,Sumant,Thambidurai,9999-01-01,Staff,1994-01-02
437395,Sumant,Thambidurai,9999-01-01,Senior Staff,2000-01-02
439377,Mari,Plessier,9999-01-01,Senior Engineer,1997-07-04
442653,Mona,Hebden,9999-01-01,Engineer,1995-10-20
442700,Siddarth,Masada,9999-01-01,Staff,1997-08-11
444487,Udi,Rullman,9999-01-01,Senior Engineer,1994-04-09
446306,Hercules,Kabayashi,9999-01-01,Senior Engineer,1991-06-10
447232,Aleksander,Schaaf,9999-01-01,Staff,1995-05-26
447232,Aleksander,Schaaf,9999-01-01,Senior Staff,2001-05-25
449815,Fumitaka,Quittner,9999-01-01,Staff,1988-04-20
449815,Fumitaka,Quittner,9999-01-01,Senior Staff,1993-04-20
450475,Saeed,Bahl,9999-01-01,Senior Staff,1991-01-29
451272,Jacopo,Krohm,9999-01-01,Senior Engineer,1997-04-23
451272,Jacopo,Krohm,9999-01-01,Engineer,1991-04-24
453688,Chinya,Leslie,9999-01-01,Engineer,1995-10-28
456982,Shounak,Dratva,9999-01-01,Senior Engineer,1997-01-05
456982,Shounak,Dratva,9999-01-01,Engineer,1989-01-05
457305,Sorina,Lakshmanan,9999-01-01,Staff,1994-09-03
459429,Mohit,Verhaegen,9999-01-01,Staff,1992-05-27
459429,Mohit,Verhaegen,9999-01-01,Senior Staff,1999-05-28
461120,Shietung,Gelosh,9999-01-01,Senior Engineer,2001-03-26
461120,Shietung,Gelosh,9999-01-01,Engineer,1996-03-26
466064,Temple,Danlos,9999-01-01,Senior Staff,1994-06-13
466367,Hiroyasu,Strandh,9999-01-01,Staff,1989-06-05
466367,Hiroyasu,Strandh,9999-01-01,Senior Staff,1997-06-05
467269,Nahum,Lambe,9999-01-01,Technique Leader,1989-08-31
473940,Avishai,Majewski,9999-01-01,Engineer,1998-01-10
475087,Genevieve,Snedden,9999-01-01,Senior Engineer,1988-10-21
475938,Shigeaki,Lanteri,9999-01-01,Senior Engineer,1996-02-18
475938,Shigeaki,Lanteri,9999-01-01,Engineer,1989-02-17
476122,Khun,Spieker,9999-01-01,Engineer,1995-05-07
478833,Pradeep,Valiente,9999-01-01,Senior Engineer,1998-09-19
478833,Pradeep,Valiente,9999-01-01,Engineer,1992-09-19
481397,Luisa,Chelton,9999-01-01,Assistant Engineer,1998-08-13
482755,Jouni,Conia,9999-01-01,Staff,1994-10-31
482755,Jouni,Conia,9999-01-01,Senior Staff,1999-10-31
482944,Duke,Journel,9999-01-01,Staff,1991-10-26
482944,Duke,Journel,9999-01-01,Senior Staff,1997-10-25
483675,Hausi,Kamber,9999-01-01,Senior Engineer,1993-02-15
483675,Hausi,Kamber,9999-01-01,Engineer,1988-02-16
484126,Manton,Lueh,9999-01-01,Senior Staff,1989-04-07
485577,Rafael,Menhoudj,9999-01-01,Senior Engineer,1997-04-27
485579,Munehiro,Iwayama,9999-01-01,Senior Engineer,1992-12-15
485579,Munehiro,Iwayama,9999-01-01,Engineer,1986-12-16
486068,Yefim,Bernardeschi,9999-01-01,Staff,1996-06-26
486068,Yefim,Bernardeschi,9999-01-01,Senior Staff,2001-06-26
486956,Matt,Ruemmler,9999-01-01,Engineer,1993-10-14
486918,Yagil,Remmers,9999-01-01,Senior Staff,1994-11-01
492639,Sanjoy,Porenta,9999-01-01,Engineer,1997-07-10
493031,Hironoby,Jakobus,9999-01-01,Staff,1991-07-30
493031,Hironoby,Jakobus,9999-01-01,Senior Staff,1996-07-29
496100,Pranjal,Reinhard,9999-01-01,Staff,1995-05-08
10663,Teunis,Noriega,9999-01-01,Technique Leader,1993-01-23
12408,Rasiah,Sudkamp,9999-01-01,Senior Engineer,1995-04-18
17206,Berry,DeMori,9999-01-01,Senior Engineer,1998-12-27
17206,Berry,DeMori,9999-01-01,Engineer,1992-12-27
18810,Taiji,Jarecki,9999-01-01,Senior Engineer,1999-06-27
18810,Taiji,Jarecki,9999-01-01,Engineer,1991-06-27
24080,Jaana,Perez,9999-01-01,Technique Leader,1996-03-11
24205,Roddy,Rubsam,9999-01-01,Senior Engineer,1993-09-19
31341,Oksana,Zultner,9999-01-01,Staff,1991-03-23
31341,Oksana,Zultner,9999-01-01,Senior Staff,1997-03-22
32347,Terresa,Peres,9999-01-01,Staff,1990-09-15
32347,Terresa,Peres,9999-01-01,Senior Staff,1997-09-15
32649,Ingmar,Nannarelli,9999-01-01,Senior Staff,1988-06-10
35642,Ashish,Talmon,9999-01-01,Senior Engineer,2002-06-13
35642,Ashish,Talmon,9999-01-01,Engineer,1995-06-13
36626,Fen,Genin,9999-01-01,Senior Staff,1986-05-09
39301,Rimon,Kawashima,9999-01-01,Staff,1992-02-06
39301,Rimon,Kawashima,9999-01-01,Senior Staff,1998-02-05
40283,Sudhanshu,Boissier,9999-01-01,Senior Engineer,1993-05-11
40283,Sudhanshu,Boissier,9999-01-01,Engineer,1985-05-11
41609,Yucai,Simmen,9999-01-01,Senior Staff,1987-10-13
48690,Hitomi,Schaap,9999-01-01,Staff,1999-09-27
48904,Yuichiro,Malabarba,9999-01-01,Staff,1994-03-07
48904,Yuichiro,Malabarba,9999-01-01,Senior Staff,1999-03-07
48947,Filipp,Akaboshi,9999-01-01,Senior Staff,1992-05-20
49177,Tze,Bach,9999-01-01,Engineer,1999-03-09
52040,Phule,Heijenga,9999-01-01,Staff,1992-02-22
52040,Phule,Heijenga,9999-01-01,Senior Staff,1998-02-21
52599,Augustine,Mungall,9999-01-01,Senior Engineer,1996-08-30
52599,Augustine,Mungall,9999-01-01,Engineer,1987-08-31
53924,Arnould,Gaughan,9999-01-01,Senior Engineer,1998-01-23
53924,Arnould,Gaughan,9999-01-01,Engineer,1991-01-23
59195,Ronnie,Pollock,9999-01-01,Technique Leader,1990-06-19
59640,Zita,Hiltgen,9999-01-01,Staff,1999-01-26
62046,Karlis,Nanard,9999-01-01,Senior Engineer,2001-09-19
62046,Karlis,Nanard,9999-01-01,Engineer,1992-09-19
64209,Golgen,Schoegge,9999-01-01,Senior Staff,1988-02-26
66807,Aiman,Rosaz,9999-01-01,Senior Engineer,1999-05-22
66807,Aiman,Rosaz,9999-01-01,Engineer,1990-05-22
69878,Chinya,Cooke,9999-01-01,Engineer,1997-01-29
71188,Pranjal,Schapiro,9999-01-01,Staff,1986-12-14
71188,Pranjal,Schapiro,9999-01-01,Senior Staff,1993-12-14
71141,Sajjad,Vitiello,9999-01-01,Staff,1992-02-17
71141,Sajjad,Vitiello,9999-01-01,Senior Staff,1997-02-16
71243,Kinh,Buchter,9999-01-01,Senior Engineer,1993-03-29
71243,Kinh,Buchter,9999-01-01,Engineer,1986-03-29
75703,Kyoichi,Erman,9999-01-01,Senior Engineer,2001-07-25
75703,Kyoichi,Erman,9999-01-01,Engineer,1996-07-25
71710,Hitomi,Takanami,9999-01-01,Assistant Engineer,1997-12-15
76189,Kolar,Hinsberger,9999-01-01,Senior Engineer,1994-10-20
76189,Kolar,Hinsberger,9999-01-01,Engineer,1986-10-20
79895,Fei,Murtagh,9999-01-01,Senior Staff,1986-01-19
81644,Divine,Ghandeharizadeh,9999-01-01,Staff,1997-11-28
87129,Keung,Neiman,9999-01-01,Staff,1997-04-13
87714,Khun,Janetzko,9999-01-01,Engineer,1998-09-13
87714,Khun,Janetzko,9999-01-01,Assistant Engineer,1989-09-13
88965,Mang,Hedayat,9999-01-01,Engineer,1995-05-22
89048,Otmar,Birjandi,9999-01-01,Senior Engineer,1992-03-23
89048,Otmar,Birjandi,9999-01-01,Engineer,1985-03-23
89922,Alexius,Ibel,9999-01-01,Senior Engineer,1993-04-24
89922,Alexius,Ibel,9999-01-01,Engineer,1988-04-24
90292,Koichi,Assaf,9999-01-01,Senior Engineer,1998-05-26
90292,Koichi,Assaf,9999-01-01,Engineer,1990-05-26
93278,Magdalena,Penn,9999-01-01,Senior Engineer,2002-01-04
93278,Magdalena,Penn,9999-01-01,Engineer,1997-01-04
94331,Ramzi,Cronau,9999-01-01,Technique Leader,1999-09-03
94944,Heping,Matheson,9999-01-01,Senior Engineer,1997-06-24
94944,Heping,Matheson,9999-01-01,Engineer,1988-06-24
95920,Nobuyoshi,Hegner,9999-01-01,Staff,1994-09-07
95920,Nobuyoshi,Hegner,9999-01-01,Senior Staff,2001-09-07
104845,Werner,Lodder,9999-01-01,Staff,1992-06-17
104845,Werner,Lodder,9999-01-01,Senior Staff,1998-06-17
104988,Parviz,Litzler,9999-01-01,Senior Engineer,1999-08-09
104988,Parviz,Litzler,9999-01-01,Engineer,1992-08-08
105731,Sachem,Cromarty,9999-01-01,Engineer,1996-08-19
105731,Sachem,Cromarty,9999-01-01,Assistant Engineer,1990-08-20
109741,Hatem,Fadgyas,9999-01-01,Senior Engineer,1991-11-13
200789,Susumu,Camurati,9999-01-01,Staff,1991-12-15
200789,Susumu,Camurati,9999-01-01,Senior Staff,1997-12-14
203720,Sasan,Thimonier,9999-01-01,Senior Staff,1996-08-21
204471,Franziska,Maginnis,9999-01-01,Senior Engineer,1992-02-17
204471,Franziska,Maginnis,9999-01-01,Engineer,1986-02-17
206748,Yucai,Fabrizio,9999-01-01,Staff,1999-10-06
207551,Baziley,Falck,9999-01-01,Assistant Engineer,1995-02-18
208784,Pranjal,Juneja,9999-01-01,Senior Engineer,1985-03-21
209101,Xinyu,Edelhoff,9999-01-01,Senior Engineer,1997-10-26
209443,Krassimir,Garnier,9999-01-01,Senior Staff,1998-01-26
212154,Sailaja,Holburn,9999-01-01,Staff,1991-03-04
212154,Sailaja,Holburn,9999-01-01,Senior Staff,1997-03-03
217080,Masami,Puoti,9999-01-01,Senior Engineer,2000-01-21
218022,Mokhtar,Poupard,9999-01-01,Technique Leader,1992-02-02
220625,Shigenori,Deville,9999-01-01,Technique Leader,1992-12-24
222311,Miyeon,Billingsley,9999-01-01,Senior Engineer,1992-12-05
225788,Ipke,Kieras,9999-01-01,Engineer,1995-12-18
226227,Herbert,Erva,9999-01-01,Senior Engineer,1995-09-06
226227,Herbert,Erva,9999-01-01,Engineer,1986-09-06
229727,Ewing,Millington,9999-01-01,Engineer,1999-09-28
229981,Jamaludin,Fordan,9999-01-01,Senior Engineer,2001-02-05
229981,Jamaludin,Fordan,9999-01-01,Engineer,1992-02-06
233765,Kotesh,Chachaty,9999-01-01,Senior Engineer,1997-03-24
233765,Kotesh,Chachaty,9999-01-01,Engineer,1991-03-25
235325,Gro,Prochazka,9999-01-01,Senior Engineer,1998-10-16
235325,Gro,Prochazka,9999-01-01,Engineer,1992-10-16
235458,Gio,Heuser,9999-01-01,Staff,1992-06-28
235458,Gio,Heuser,9999-01-01,Senior Staff,1999-06-29
235780,Sampalli,Bergere,9999-01-01,Senior Engineer,1994-04-08
239067,Tadahiko,Pocchiola,9999-01-01,Staff,1996-04-02
239664,Sugwoo,Michaels,9999-01-01,Senior Engineer,1999-08-03
239664,Sugwoo,Michaels,9999-01-01,Engineer,1992-08-02
241728,Limsoon,Boudaillier,9999-01-01,Senior Engineer,1995-08-12
242081,Tomokazu,Pargas,9999-01-01,Engineer,2001-11-15
242081,Tomokazu,Pargas,9999-01-01,Assistant Engineer,1996-11-15
246364,Alper,Tiemann,9999-01-01,Engineer,1998-10-29
246798,Tianruo,Strooper,9999-01-01,Staff,1993-10-28
246798,Tianruo,Strooper,9999-01-01,Senior Staff,1999-10-28
248256,Sajjan,Falby,9999-01-01,Staff,1996-08-29
251233,Yucel,Bernini,9999-01-01,Senior Engineer,1998-02-19
251233,Yucel,Bernini,9999-01-01,Engineer,1993-02-19
251166,Hinrich,Hooghiemstra,9999-01-01,Staff,1985-10-05
251166,Hinrich,Hooghiemstra,9999-01-01,Senior Staff,1993-10-05
251680,Moty,Sommen,9999-01-01,Senior Engineer,1990-08-14
257062,Stabislas,Pardalos,9999-01-01,Senior Engineer,1997-06-21
257062,Stabislas,Pardalos,9999-01-01,Engineer,1989-06-21
257469,Anyuan,Hanratty,9999-01-01,Staff,1988-01-06
257469,Anyuan,Hanratty,9999-01-01,Senior Staff,1996-01-06
258028,Mountaz,Reinhart,9999-01-01,Engineer,2000-01-21
262752,Pramod,Bierman,9999-01-01,Engineer,1997-12-12
263439,Atreye,Kabayashi,9999-01-01,Senior Engineer,1986-12-15
263926,Fusako,Schwartzbauer,9999-01-01,Staff,1985-04-07
263926,Fusako,Schwartzbauer,9999-01-01,Senior Staff,1993-04-07
264030,Zdislav,Solares,9999-01-01,Engineer,1998-12-14
264030,Zdislav,Solares,9999-01-01,Assistant Engineer,1990-12-14
266862,Mart,Plumb,9999-01-01,Senior Staff,1986-04-21
273286,Brigham,Asmuth,9999-01-01,Senior Engineer,1996-01-24
273286,Brigham,Asmuth,9999-01-01,Engineer,1989-01-23
274071,Mingsen,Weiland,9999-01-01,Staff,1995-10-12
275263,Vojin,Laventhal,9999-01-01,Senior Engineer,1999-10-18
275263,Vojin,Laventhal,9999-01-01,Engineer,1991-10-18
275495,Shen,Yamaashi,9999-01-01,Staff,1995-02-19
276186,Sajjad,Vecchi,9999-01-01,Staff,1993-06-02
276186,Sajjad,Vecchi,9999-01-01,Senior Staff,1998-06-02
276189,Isaac,Klerer,9999-01-01,Staff,1995-03-19
276189,Isaac,Klerer,9999-01-01,Senior Staff,2000-03-18
276027,Holgard,Stavenow,9999-01-01,Staff,1986-02-28
276027,Holgard,Stavenow,9999-01-01,Senior Staff,1995-02-28
276445,Atilio,Randi,9999-01-01,Senior Engineer,1994-07-02
276445,Atilio,Randi,9999-01-01,Engineer,1988-07-02
278239,Boaz,Bottner,9999-01-01,Staff,1994-02-06
278386,Caolyn,Poujol,9999-01-01,Technique Leader,1995-12-03
281848,Parke,Staylopatis,9999-01-01,Senior Engineer,1999-07-31
281848,Parke,Staylopatis,9999-01-01,Engineer,1993-07-31
285396,Lena,Kohling,9999-01-01,Senior Engineer,1991-10-04
285396,Lena,Kohling,9999-01-01,Engineer,1986-10-04
286029,Jaques,Nanard,9999-01-01,Staff,1996-07-16
286779,Sigeru,Versino,9999-01-01,Engineer,1998-08-31
287984,Troy,Kobuchi,9999-01-01,Senior Engineer,1999-02-12
287984,Troy,Kobuchi,9999-01-01,Engineer,1991-02-12
290075,Boalin,Byoun,9999-01-01,Staff,1990-10-01
290075,Boalin,Byoun,9999-01-01,Senior Staff,1996-09-30
290441,Gregory,Collavizza,9999-01-01,Staff,1987-09-09
290441,Gregory,Collavizza,9999-01-01,Senior Staff,1993-09-08
290284,Kwangjo,Menhardt,9999-01-01,Engineer,1996-01-11
290478,Tsvetan,Sherertz,9999-01-01,Engineer,1998-08-07
290478,Tsvetan,Sherertz,9999-01-01,Assistant Engineer,1989-08-07
291669,Faiza,Bach,9999-01-01,Engineer,1999-09-13
292146,Khatoun,Pulkowski,9999-01-01,Engineer,1998-01-11
293154,Syozo,Maliniak,9999-01-01,Senior Staff,1992-11-09
294446,Claudi,Ruemmler,9999-01-01,Staff,1999-08-13
295411,Chiranjit,Serot,9999-01-01,Staff,1997-04-04
295268,Eben,Calkin,9999-01-01,Staff,1996-12-19
295268,Eben,Calkin,9999-01-01,Senior Staff,2001-12-19
296718,Kamakshi,Bahl,9999-01-01,Senior Engineer,1987-12-22
297905,Marc,Bahl,9999-01-01,Assistant Engineer,1997-06-18
400358,Angus,Jullig,9999-01-01,Senior Engineer,1997-04-13
400358,Angus,Jullig,9999-01-01,Engineer,1989-04-13
408417,Tsz,Daescu,9999-01-01,Staff,1994-01-29
413205,Mototsugu,Prampolini,9999-01-01,Senior Staff,1988-06-12
413831,Mohamadou,Grabner,9999-01-01,Staff,1991-11-25
413831,Mohamadou,Grabner,9999-01-01,Senior Staff,1998-11-25
414091,Wuxu,Kuhnemann,9999-01-01,Engineer,1997-08-19
418380,Kazuhiko,Gornas,9999-01-01,Senior Engineer,1993-05-20
418606,Michaela,Otillio,9999-01-01,Engineer,1994-01-05
423038,Takushi,Strehl,9999-01-01,Senior Staff,1988-10-04
423327,Constantijn,Lichtman,9999-01-01,Staff,1994-06-26
423327,Constantijn,Lichtman,9999-01-01,Senior Staff,2001-06-26
424797,Theron,Itschner,9999-01-01,Staff,1985-05-16
424797,Theron,Itschner,9999-01-01,Senior Staff,1993-05-16
425437,Moni,Staudhammer,9999-01-01,Engineer,1999-03-23
425875,Jahangir,Kroft,9999-01-01,Staff,1990-06-11
425875,Jahangir,Kroft,9999-01-01,Senior Staff,1995-06-11
429899,Ranan,Marsiglia,9999-01-01,Staff,1999-08-13
432034,Arfst,Uehara,9999-01-01,Senior Staff,1993-11-15
432399,Nitsan,Nollmann,9999-01-01,Senior Engineer,1996-09-09
432399,Nitsan,Nollmann,9999-01-01,Engineer,1990-09-10
433157,Tomofumi,Serna,9999-01-01,Staff,1999-10-23
433260,Make,Olivero,9999-01-01,Engineer,1998-06-01
433260,Make,Olivero,9999-01-01,Assistant Engineer,1991-06-01
435042,Brigham,Borstler,9999-01-01,Staff,1995-10-09
435305,Berthier,Pramanik,9999-01-01,Staff,1993-01-23
435305,Berthier,Pramanik,9999-01-01,Senior Staff,1999-01-23
436827,Wojceich,Limongiello,9999-01-01,Senior Staff,1988-03-10
440870,Filipp,Hasham,9999-01-01,Staff,1990-07-11
440870,Filipp,Hasham,9999-01-01,Senior Staff,1999-07-11
440937,Fabrizio,Usery,9999-01-01,Staff,1992-10-13
440937,Fabrizio,Usery,9999-01-01,Senior Staff,1999-10-14
443841,Shaw,Kading,9999-01-01,Staff,1992-07-16
443841,Shaw,Kading,9999-01-01,Senior Staff,2000-07-16
445950,Ebru,Valtorta,9999-01-01,Senior Engineer,1997-12-09
445950,Ebru,Valtorta,9999-01-01,Engineer,1992-12-09
446424,DAIDA,Nooteboom,9999-01-01,Senior Engineer,1992-11-24
446424,DAIDA,Nooteboom,9999-01-01,Engineer,1985-11-24
447376,Kirk,Zongker,9999-01-01,Staff,1999-12-10
447931,Martijn,Jeong,9999-01-01,Staff,1990-12-14
447931,Martijn,Jeong,9999-01-01,Senior Staff,1999-12-14
447982,Shiv,Baezner,9999-01-01,Senior Engineer,1996-12-16
447982,Shiv,Baezner,9999-01-01,Engineer,1990-12-17
448994,Haldun,Syang,9999-01-01,Staff,1997-02-11
450255,Udo,Waymire,9999-01-01,Technique Leader,1986-06-14
451275,Bedrich,Isard,9999-01-01,Senior Staff,1986-06-07
452137,Subir,Miake,9999-01-01,Senior Engineer,2002-07-11
452137,Subir,Miake,9999-01-01,Engineer,1993-07-11
452325,Taiji,Berstel,9999-01-01,Senior Engineer,2001-12-02
452325,Taiji,Berstel,9999-01-01,Engineer,1996-12-02
453723,Arne,Kohling,9999-01-01,Senior Engineer,1993-12-13
453723,Arne,Kohling,9999-01-01,Engineer,1985-12-13
454825,Kamakshi,Schusler,9999-01-01,Senior Engineer,2001-05-24
454825,Kamakshi,Schusler,9999-01-01,Engineer,1995-05-25
458191,George,Atchley,9999-01-01,Staff,1997-07-02
458134,Thanasis,Standera,9999-01-01,Staff,1985-03-20
458134,Thanasis,Standera,9999-01-01,Senior Staff,1992-03-20
458383,Mabhin,Foote,9999-01-01,Engineer,1999-04-23
459685,Hirochika,Goldhammer,9999-01-01,Engineer,1998-03-12
460131,Adly,Hambrick,9999-01-01,Staff,1997-07-25
460920,Remzi,Mitzlaff,9999-01-01,Senior Staff,1986-04-06
463023,Itzchak,Penn,9999-01-01,Staff,1999-01-21
463099,Jinxi,Schmiedel,9999-01-01,Staff,1990-09-21
463099,Jinxi,Schmiedel,9999-01-01,Senior Staff,1996-09-20
464303,Abdelghani,Nyrup,9999-01-01,Staff,1986-08-02
464303,Abdelghani,Nyrup,9999-01-01,Senior Staff,1994-08-02
465409,Shahid,Varman,9999-01-01,Staff,1985-08-27
465409,Shahid,Varman,9999-01-01,Senior Staff,1993-08-27
467591,Kiyotoshi,Hennebert,9999-01-01,Staff,1997-09-21
469527,Halsur,Ibel,9999-01-01,Staff,1998-03-05
472238,Jungsoon,Gubsky,9999-01-01,Senior Engineer,1990-10-09
477350,Terresa,Vigier,9999-01-01,Staff,1998-07-08
478170,Doowon,Schoegge,9999-01-01,Engineer,2001-05-29
478170,Doowon,Schoegge,9999-01-01,Assistant Engineer,1994-05-29
481050,Weiru,Burnard,9999-01-01,Staff,1990-10-15
481050,Weiru,Burnard,9999-01-01,Senior Staff,1999-10-15
482354,Jayson,Zockler,9999-01-01,Staff,1999-11-06
484498,Herbert,Hammerschmidt,9999-01-01,Senior Engineer,2001-08-22
484498,Herbert,Hammerschmidt,9999-01-01,Engineer,1996-08-22
485489,Keiichiro,Armand,9999-01-01,Senior Engineer,1996-12-13
485489,Keiichiro,Armand,9999-01-01,Engineer,1991-12-14
485489,Keiichiro,Armand,9999-01-01,Assistant Engineer,1986-12-14
487505,Uno,Jayawardene,9999-01-01,Staff,1987-11-02
487505,Uno,Jayawardene,9999-01-01,Senior Staff,1993-11-01
488142,Denis,Narlikar,9999-01-01,Staff,1991-07-01
488142,Denis,Narlikar,9999-01-01,Senior Staff,1997-06-30
490720,Younwoo,Samarati,9999-01-01,Senior Engineer,1996-08-19
492052,Udo,Ratnakar,9999-01-01,Staff,1999-11-30
493096,Sachem,Msuda,9999-01-01,Engineer,1995-04-07
